OBJECTID,GEAR_NAME,HAUL_ID,CRUISE,HAUL_NAME,NET,FOCI_GRID,BOTTOM_DEPTH,HAUL_PERFORMANCE,MESH,LAT,LON,PURPOSE,PRIMARY_NET,MIN_GEAR_DEPTH,MAX_GEAR_DEPTH,VOLUME_FILTERED,GEOGRAPHIC_AREA,GMT_DATE_TIME,COMMENTS_HAUL,POLYGONAL_AREA,STATION_NAME,MONTH_,YEAR_,DAY_,SHIP_CRUISE_NAME,SHIP_NAME,COMMENTS_SAMPLES,species_name,COMMON_NAME_1,COMMENTS_SPECIMEN,LARVALCATCHPER1000M3,LARVALCATCHPER10M2,STAGE_NAME,SPECIES_NAME_1,SPECIES_CODE_ICHBASE,SPECIES_NAME_ICHBASE,COMMON_NAME_ICHBASE
3459,60BON,1BE11 65 1 60BON 1,1BE11,1,1,20118065,27,QUEST,505,64.368,-166.006,PLNKSURV,Y,0,15,33.12344,BS,2011-09-13 8:13,wire angle 58 deg at depth.,,65,9,2011,13,1BE11,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3460,60BON,1OM07 4 1 60BON 1,1OM07,1,1,B05,134,GOOD,333,55.99117,-167.95734,PLNKSURV,Y,0,124,194.30316,BS,2007-07-25 20:32,,,4,7,2007,25,OS180,Oshoro Maru,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3461,60BON,1TT06 61 2 60BON 1,1TT06,2,1,D3H1,108,GOOD,333,58.319,-172.59784,PLNKSURV,Y,0,98,183.19611,BS,2006-04-29 17:18,Lots of crab zoea; 1 Lumpenus spp. Larva.,,61,4,2006,29,TN193,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3462,60BON,1TT06 38 1 60BON 1,1TT06,1,1,C4H8,76,GOOD,333,58.20083,-170.31351,PLNKSURV,Y,0,66,131.83032,BS,2006-04-23 17:44,,,38,4,2006,23,TN193,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3463,60BON,1OM07 9 2 60BON 1,1OM07,2,1,B14,70,GOOD,333,56.98367,-166.99316,PLNKSURV,Y,0,60,99.82531,BS,2007-07-27 18:04,,,9,7,2007,27,OS180,Oshoro Maru,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3464,60BON,1RB00 5 1 60BON 2,1RB00,1,2,,67,GOOD,333,57.77067,-168.46434,PLNKSURV,Y,0,66,102.94696,BS,2000-09-18 18:52,M4 East corner. Removed 2 large jellyfish from 60Bon.,,5,9,2000,18,RB00-72,Ron Brown,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3465,60BON,1TT07 115 2 60BON 1,1TT07,2,1,SEB07,110,GOOD,333,56.1375,-166.09534,PLNKSURV,Y,0,105,173.56613,BS,2007-10-10 12:05,,,115,10,2007,10,TN211,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3466,60BON,1TT06 17 2 60BON 1,1TT06,2,1,B1H1,70,GOOD,333,58.26,-168.7665,PLNKSURV,Y,0,59,83.03542,BS,2006-04-19 16:49,Ice station B.,,17,4,2006,19,TN193,Thomas G. Thompson,,Gadus chalcogrammus,,Species changed SPECIES_CODE_ICHBASE from 500 to 168. (12/9/15),12.04305,7.1054,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3467,60BON,1TT06 2 2 60BON 1,1TT06,2,1,M2,72,GOOD,333,56.89933,-164.04401,PLNKSURV,Y,0,62,110.87624,BS,2006-04-15 22:49,,,2,4,2006,15,TN193,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3468,60BON,3MF08 42 1 60BON 1,3MF08,1,1,AI7,65,GOOD,500,55.65217,-163.14816,GRID,Y,0,56,107.02805,BS,2008-09-17 3:21,,1681.012,42,9,2008,17,MF08-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3469,60BON,3MF02 50 3 60BON 1,3MF02,3,1,AC16,83,GOOD,505,56.541,-163.02367,GRID,Y,0,73,113.37347,BS,2002-05-17 16:29,,770.63,50,5,2002,17,MF02-06,Miller Freeman,,Gadus chalcogrammus,,,3492.88065,2549.80288,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3470,60BON,3MF08 8 2 60BON 1,3MF08,2,1,Q22,53,QUEST,500,57.46167,-161.91583,GRID,Y,0,43,72.37806,BS,2008-09-12 16:54,Tow done by wire out; SeaCat not working.,759.7678,8,9,2008,12,MF08-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3471,60BON,3BE12 146 2 60BON 1,3BE12,2,1,,25,GOOD,505,63.50183,-165.9897,GRID,Y,0,16,43.5036,BS,2012-09-16 5:23,incorrectly wrote Sept 17 on sample jars.,,146,9,2012,16,BE2012,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3472,60BON,2DY12 64 1 60BON 1,2DY12,1,1,AL25,75,GOOD,505,56.84566,-164.835,GRID,Y,0,64,137.6635,BS,2012-05-21 7:36,,,64,5,2012,21,DY12-05,Oscar Dyson,505,Gadus chalcogrammus,,,0,0,Larvae,,,,
3473,60BON,2DY12 66 1 60BON 1,2DY12,1,1,AF25,69,GOOD,505,57.08283,-164.069,GRID,Y,0,59,108.3119,BS,2012-05-21 10:28,,,66,5,2012,21,DY12-05,Oscar Dyson,505,Gadus chalcogrammus,,,9.2326,5.44723,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3474,60BON,3BE12 147 2 60BON 1,3BE12,2,1,,22,GOOD,505,64.10033,-163.4953,GRID,Y,0,17,35.671,BS,2012-09-17 2:06,wind blowing 25-30 knots,,147,9,2012,17,BE2012,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3475,60BON,DY14-05 1 2 60BON 1,DY14-05,2,1,UBW4,289,GOOD,505,54.6892,-166.2415,PLNKSURV,Y,0,280,437.18223,BS,2014-05-07 9:28,"Tow time off as stop watch failed to start.  Get real tile (duration of tow) from seacat file.  From SCS time appears to be 25:48 but this is questionable if buttons were pushed late. BON in 0921:49, BON out 0947:37.",,1,5,2014,7,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,6.86213,19.21396,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3476,60BON,3BE12 154 2 60BON 1,3BE12,2,1,,32,QUEST,505,62.50517,-169.0003,GRID,Y,0,24,72.1335,BS,2012-09-19 16:13,angle at 60 deg.,,154,9,2012,19,BE2012,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3477,60BON,3BE12 159 2 60BON 1,3BE12,2,1,,28,GOOD,505,62.002,-167.987,GRID,Y,0,26,55.2202,BS,2012-09-20 22:02,,,159,9,2012,20,BE2012,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3478,60BON,1TT06 42 2 60BON 1,1TT06,2,1,C6H3,96,GOOD,333,58.2975,-171.47316,PLNKSURV,Y,0,87,136.28436,BS,2006-04-24 8:30,Rough count not done on 60bon net 2 because of large jellyfish.,,42,4,2006,24,TN193,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3479,60BON,3TT05 74 2 60BON 1,3TT05,2,1,70M14,71,QUEST,333,60.25633,-173.51216,PLNKSURV,Y,0,66,31.49053,BS,2005-05-22 18:03,Flowmeter revs < AVG - 3 SD.,,74,5,2005,22,TN179C,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3480,60BON,3MF02 52 2 60BON 1,3MF02,2,1,AI19,84,GOOD,505,56.5255,-164.0215,GRID,Y,0,75,96.62846,BS,2002-05-17 22:02,20BON NET 1 ACCIDENTLY POURED INTO 505 SIEVE BUT IMMEDIATELY TRANSFERRED TO 150 BEFORE SPRAYING.,1455.73,52,5,2002,17,MF02-06,Miller Freeman,,Gadus chalcogrammus,,,890.00694,667.5052,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3481,60BON,3MF02 55 2 60BON 1,3MF02,2,1,AX16,120,GOOD,505,55.71217,-165.71516,GRID,Y,0,110,170.55495,BS,2002-05-18 7:15,SWITCHED FLOWMETERS FOR 60BON NET 1 WITH 20BON NET 2.,1244.82,55,5,2002,18,MF02-06,Miller Freeman,,Gadus chalcogrammus,,,551.14202,606.25622,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3482,60BON,3DY09 81 2 60BON 1,3DY09,2,1,BM16,283,GOOD,505,55.10266,-167.61566,GRID,Y,0,280,467.82593,BS,2009-05-17 4:02,,1352.088,81,5,2009,17,DY09-07,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3483,60BON,3MF06 33 2 60BON 1,3MF06,2,1,UPC,165,GOOD,505,54.37683,-165.2715,PLNKSURV,Y,0,155,281.36212,BS,2006-05-13 9:52,,,33,5,2006,13,MF06-06,Miller Freeman,,Gadus chalcogrammus,,,17.77069,27.54457,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3484,60BON,2DY12 152 1 60BON 1,2DY12,1,1,BV34,127,GOOD,505,56.07017,-169.9992,GRID,Y,0,117,255.3153,BS,2012-05-28 9:12,,,152,5,2012,28,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,207.58646,242.87616,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3485,60BON,2DY12 153 1 60BON 1,2DY12,1,1,BS34,344,GOOD,505,56.19533,-169.6318,GRID,Y,0,300,673.3964,BS,2012-05-29 12:09,,,153,5,2012,29,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,23.76015,71.28045,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3486,60BON,DY13-05 7 2 60BON 1,DY13-05,2,1,43,55,GOOD,500,54.4415,-164.9862,PLNKSURV,Y,0,47,166.2103,BS,2013-05-03 8:33,"FastCat indicated that the net hit bottom b/c we were unaware that the centerboard had not been lowered, but samples appear good",,7,5,2013,3,DY13-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3487,60BON,1OM05 10 2 60BON 1,1OM05,2,1,,68,GOOD,333,57.52983,-166.96683,PLNKSURV,Y,0,60,109.61982,BS,2005-07-17 4:10,40 wire angle.,,10,7,2005,17,1OM0-05,Oshoro Maru,,Gadus chalcogrammus,,,9.12244,5.47346,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3488,60BON,1OM05 11 2 60BON 1,1OM05,2,1,,65,GOOD,333,57.00633,-166.98584,PLNKSURV,Y,0,60,105.32934,BS,2005-07-17 7:55,,,11,7,2005,17,1OM0-05,Oshoro Maru,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3489,60BON,1OM05 12 2 60BON 1,1OM05,2,1,,116,GOOD,333,56.5025,-167.99617,PLNKSURV,Y,0,99,211.25995,BS,2005-07-17 12:53,,,12,7,2005,17,1OM0-05,Oshoro Maru,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3490,60BON,3MF02 38 2 60BON 1,3MF02,2,1,BJ10,297,GOOD,505,54.78817,-166.83516,GRID,Y,0,286,452.75794,BS,2002-05-16 12:54,,764.73,38,5,2002,16,MF02-06,Miller Freeman,,Gadus chalcogrammus,,,13.25211,37.90105,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3491,60BON,3MF06 38 2 60BON 1,3MF06,2,1,BA13,122,GOOD,505,55.36883,-165.89,GRID,Y,0,112,189.02948,BS,2006-05-14 0:53,,759.1941,38,5,2006,14,MF06-06,Miller Freeman,,Gadus chalcogrammus,,,121.67414,136.27504,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3492,60BON,3TT05 33 2 60BON 1,3TT05,2,1,MN13,104,QUEST,333,59.8995,-173.75917,PLNKSURV,Y,0,96,171.85002,BS,2005-05-18 20:30,Seacat failed. Nets hit bottom. Net 2 - 60bon wrapped around frame making flowmeter reading off. Wire angle at 58 deg.,,33,5,2005,18,TN179C,Thomas G. Thompson,,Gadus chalcogrammus,,Added specimens changed SPECIES_CODE_ICHBASE from 500 to 168. Changed NUMBER_CAUGHT from 1 to 3. Changed NUMBER_MEASURED_COUNTED from 1 to 3. (12/8/15),17.45708,16.7588,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3493,60BON,2DY12 179 1 60BON 1,2DY12,1,1,BM52,74,GOOD,505,57.751,-170.2108,GRID,Y,0,64,159.6472,BS,2012-05-31 8:09,60 Bon net 2 large jelly,,179,5,2012,31,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,50.11049,32.07072,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3494,60BON,2DY12 202 1 60BON 1,2DY12,1,1,BV28,2639,GOOD,505,55.6295,-169.5983,GRID,Y,0,302,603.1967,BS,2012-06-01 22:30,,,202,6,2012,1,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,6.63134,20.02663,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3495,60BON,2DY12 21 1 60BON 1,2DY12,1,1,AU4,46,GOOD,505,54.949,-164.502,GRID,Y,0,35,90.8271,BS,2012-05-18 14:32,,,21,5,2012,18,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3496,60BON,3DY12 128 2 60BON 1,3DY12,2,1,70M51,77,GOOD,505,61.41583,-173.7402,PLNKSURV,Y,0,65,172.28,BS,2012-09-18 23:46,,,128,9,2012,18,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3497,60BON,2DY12 51 1 60BON 1,2DY12,1,1,AL19,84,GOOD,505,56.40583,-164.4027,GRID,Y,0,74,127.7576,BS,2012-05-20 10:39,60BON net 2 had large jellies,,51,5,2012,20,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,790.55962,585.01412,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3498,60BON,2DY12 53 1 60BON 1,2DY12,1,1,AL13,93,GOOD,505,55.96633,-163.9708,GRID,Y,0,83,103.9006,BS,2012-05-20 13:46,60BON net 2 flowmeter counts low.  Cleaned jelly tentacles.,,53,5,2012,20,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,7507.17513,6230.95536,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3499,60BON,2DY12 76 1 60BON 1,2DY12,1,1,AC10,81,QUEST,505,56.1055,-162.5913,GRID,Y,0,70,110.3421,BS,2012-05-22 10:04,60BON Net 1 & 2 extra lg jelly each. Questionable haul.,,76,5,2012,22,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,317.19534,222.03674,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3500,60BON,2DY12 105 1 60BON 1,2DY12,1,1,K16,67,GOOD,505,57.22967,-160.6552,GRID,Y,0,57,78.8927,BS,2012-05-24 7:41,Large jellies in net 2 60BON,,105,5,2012,24,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3501,60BON,1MF08 5 1 60BON 1,1MF08,1,1,BG04,541,GOOD,505,54.47,-166.02133,GRID,Y,0,501,706.38678,BS,2008-02-18 18:36,,781.3513,5,2,2008,18,MF08-02,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3502,60BON,1MF08 6 1 60BON 1,1MF08,1,1,BJ04,661,GOOD,505,54.35517,-166.40283,GRID,Y,0,601,726.79553,BS,2008-02-18 22:03,Sample# changed from 2 to 1. Wire angle at 35 deg.,763.4326,6,2,2008,18,MF08-02,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3503,60BON,3MF07 47 1 60BON 1,3MF07,1,1,,67,QUEST,505,57.00083,-163.89967,PLNKSURV,Y,0,58,69.74257,BS,2007-04-24 15:05,Wire angle at 15 deg.,,47,4,2007,24,MF07-06,Miller Freeman,,Gadus chalcogrammus,,,14.33844,8.3163,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3504,60BON,3MF07 50 1 60BON 1,3MF07,1,1,,48,GOOD,505,57.6375,-163.28149,PLNKSURV,Y,0,38,62.12826,BS,2007-04-24 20:14,Cape Newenham Line. 13.5m computer started after bongo depolyment.,,50,4,2007,24,MF07-06,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3505,60BON,3MF07 52 1 60BON 1,3MF07,1,1,,40,GOOD,505,58.14417,-162.76401,PLNKSURV,Y,0,32,47.3142,BS,2007-04-25 0:06,,,52,4,2007,25,MF07-06,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3506,60BON,3TT05 39 2 60BON 1,3TT05,2,1,MN07,138,QUEST,333,59.8965,-176.06166,GRID,Y,0,138,119.93486,BS,2005-05-19 6:41,Seacat failed - even after retermination. nets hit bottom. Flowmeter revs < AVG - 3 SD.,,39,5,2005,19,TN179C,Thomas G. Thompson,,Gadus chalcogrammus,,Species changed SPECIES_CODE_ICHBASE from 500 to 168. (12/8/15),150.08147,207.11243,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3507,60BON,3TT05 46 2 60BON 1,3TT05,2,1,SL1,95,GOOD,333,62.19833,-175.96851,PLNKSURV,Y,0,80,90.91985,BS,2005-05-20 7:47,,,46,5,2005,20,TN179C,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3508,60BON,3MF08 22 1 60BON 1,3MF08,1,1,K16,65,GOOD,500,57.2731,-159.66415,GRID,Y,0,57,107.50668,BS,2008-09-14 17:18,,737.9095,22,9,2008,14,MF08-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3509,60BON,3MF06 23 2 60BON 1,3MF06,2,1,BJ01,88,GOOD,505,54.12617,-166.207,GRID,Y,0,80,140.03381,BS,2006-05-12 4:50,,670.6599,23,5,2006,12,MF06-06,Miller Freeman,,Gadus chalcogrammus,,,57.12906,45.70325,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3510,60BON,3MF06 45 2 60BON 1,3MF06,2,1,AX13,115,GOOD,505,55.48417,-165.52034,GRID,Y,0,105,169.50179,BS,2006-05-14 18:37,Cat file for BON046 was accidentally overwritten and was recreated from ASCII SCS file.,735.1129,45,5,2006,14,MF06-06,Miller Freeman,,Gadus chalcogrammus,,,53.09678,55.75162,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3511,60BON,2DY12 136 12 60BON 1,2DY12,12,1,M4,72,GOOD,505,57.857,-168.8748,PLNKSURV,Y,0,63,125.3135,BS,2012-05-27 3:57,,,136,5,2012,27,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3512,60BON,3DY12 158 1 60BON 1,3DY12,1,1,,67,GOOD,505,58.99667,-169.9855,GRID,Y,0,56,113.7666,BS,2012-09-20 20:22,,,158,9,2012,20,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3513,60BON,2DY12 84 1 60BON 1,2DY12,1,1,W7,52,GOOD,505,56.12233,-161.591,GRID,Y,0,41,87.4753,BS,2012-05-22 23:10,large jellies in 60BON net 2.,,84,5,2012,22,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,240.06777,98.42778,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3514,60BON,2DY12 11 2 60BON 1,2DY12,2,1,AX19,117,GOOD,505,55.93317,-165.9405,GRID,Y,0,106,244.3395,BS,2012-05-17 21:51,,,11,5,2012,17,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,49.11199,52.05871,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3515,60BON,4MF03 35 2 60BON 1,4MF03,2,1,T10,69,GOOD,505,56.464,-161.40801,GRID,Y,0,59,127.72195,BS,2003-05-20 22:29,rough count AK plaice.,789.8771,35,5,2003,20,MF03-07,Miller Freeman,,Gadus chalcogrammus,,,720.31471,424.98568,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3516,60BON,4MF03 45 2 60BON 1,4MF03,2,1,AC10,80,QUEST,505,56.1,-162.60167,GRID,Y,0,71,202.40198,BS,2003-05-23 0:14,Wire angle at 59 deg.,832.0482,45,5,2003,23,MF03-07,Miller Freeman,,Gadus chalcogrammus,,,251.97382,178.90141,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3517,60BON,4MF03 49 2 60BON 1,4MF03,2,1,AL7,75,GOOD,505,55.52833,-163.55333,GRID,Y,0,69,177.82101,BS,2003-05-23 8:01,,1036.458,49,5,2003,23,MF03-07,Miller Freeman,,Gadus chalcogrammus,,,61.85996,42.68337,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3518,60BON,1SS05 103 1 60BON 1,1SS05,1,1,,47,GOOD,505,61.0012,-170.0018,PLNKSURV,Y,0,40,56.66612,BS,2005-09-30 0:41,"5"" melanaster - rinsed & rmvd. An oblique tow. A BASIS project.",,103,9,2005,30,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3519,60BON,1SS05 125 1 60BON 1,1SS05,1,1,,72,GOOD,505,59.5015,-171,PLNKSURV,Y,0,55,88.55153,BS,2005-10-06 19:21,A BASIS Project; Station ID 20051125. Volume filtered provided by collecting agency.,,125,10,2005,6,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3520,60BON,1SS05 2 1 60BON 1,1SS05,1,1,,66,GOOD,505,56.5017,-160.99001,PLNKSURV,Y,0,53,58.85046,BS,2005-08-15 14:56,An oblique tow. A BASIS project.,,2,8,2005,15,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3521,60BON,1SS05 27 1 60BON 1,1SS05,1,1,,64,GOOD,505,57.5009,-164.9921,PLNKSURV,Y,0,48,64.89654,BS,2005-08-22 14:59,An oblique tow. A BASIS project.,,27,8,2005,22,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3522,60BON,1SS05 3 1 60BON 1,1SS05,1,1,,64,GOOD,505,57,-161,PLNKSURV,Y,0,55,61.01243,BS,2005-08-15 19:06,clear; sunny; rmvd (1) clear ~6cm. An oblique tow. A BASIS project.,,3,8,2005,15,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3523,60BON,1SS05 48 1 60BON 1,1SS05,1,1,,123,GOOD,505,55.5,-166.0015,PLNKSURV,Y,0,98,148.2966,BS,2005-09-02 0:34,A BASIS Project; Station ID 20051048. Volume filtered provided by collecting agency.,,48,9,2005,2,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3524,60BON,1SS05 59 1 60BON 1,1SS05,1,1,,75,GOOD,505,56.9993,-167.00031,PLNKSURV,Y,0,63,80.46276,BS,2005-09-06 15:09,rmvd 16cm Aurelia; 15cm Aequorea; 9cm Aequorea. An oblique tow. A BASIS project.,,59,9,2005,6,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3525,60BON,3DY09 60 2 60BON 1,3DY09,2,1,AU07,102,GOOD,505,55.17167,-164.71417,GRID,Y,0,92,182.92595,BS,2009-05-15 3:58,,1162.929,60,5,2009,15,DY09-07,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3526,60BON,3AR08 5 1 60BON 1,3AR08,1,1,,86,QUEST,333,61.3245,-175.07983,PLNKSURV,Y,0,80,174.54157,BS,2008-07-17 3:11,Wire counter stopped counting when letting wire out (about 20m) - returned to surface and reset counter.,,5,7,2008,17,200801,Arcturus,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3527,60BON,3DY11 18 2 60BON 1,3DY11,2,1,,71,GOOD,333,56.91483,-164.83884,PLNKSURV,Y,0,62,125.8435,BS,2011-09-27 8:46,,,18,9,2011,27,DY11-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3528,60BON,3DY08 49 2 60BON 1,3DY08,2,1,AR13,98,GOOD,335,55.72617,-164.74834,PLNKSURV,Y,0,92,144.94484,BS,2008-05-19 13:04,,,49,5,2008,19,DY08-07,Oscar Dyson,,Gadus chalcogrammus,,,27.59671,25.38897,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3529,60BON,3DY08 51 2 60BON 1,3DY08,2,1,AR7,97,GOOD,335,55.28567,-164.32916,PLNKSURV,Y,0,92,176.36156,BS,2008-05-19 16:46,,,51,5,2008,19,DY08-07,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3530,60BON,3DY11 4 2 60BON 1,3DY11,2,1,BS2-E,71,QUEST,333,56.94217,-163.85133,PLNKSURV,Y,0,60,184.22429,BS,2011-09-22 20:57,,,4,9,2011,22,DY11-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3531,60BON,3DY11 4 2 60BON 2,3DY11,2,2,BS2-E,71,QUEST,500,56.94217,-163.85133,PLNKSURV,NPQ,0,60,188.31023,BS,2011-09-22 20:57,,,4,9,2011,22,DY11-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3532,60BON,3MF79 G021A 2 60BON 1,3MF79,2,1,,,GOOD,505,52.42333,-175.7233,GRID,Y,0,212,304.73181,BS,1979-06-16 7:10,No bottom depth.,3479.74,G021A,6,1979,16,,Miller Freeman,Sample_Type corrected from 4 to 4. (1/19/2015),Gadus chalcogrammus,,,3.28157,6.95694,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3533,60BON,3MF79 G026A 2 60BON 1,3MF79,2,1,,3000,GOOD,505,54.43,-169.92171,GRID,Y,0,214,305.79132,BS,1979-06-17 9:07,,2202.77,G026A,6,1979,17,,Miller Freeman,,Gadus chalcogrammus,,,3.2702,6.99824,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3534,60BON,3MF79 G111A 2 60BON 1,3MF79,2,1,,,GOOD,505,59.78333,-172.50501,GRID,Y,0,68,110.54577,BS,1979-07-19 23:16,No bottom depth.,10904.22,G111A,7,1979,19,,Miller Freeman,Sample_Type corrected from 4 to 4. (1/19/2015),Gadus chalcogrammus,,,0,0,Larvae,,,,
3535,60BON,4MF03 1 3 60BON 1,4MF03,3,1,BM1,119,QUEST,505,54.00933,-166.58833,GRID,Y,0,110,189.02663,BS,2003-05-18 2:00,Wire out no reading. Wire speed on payout unknown.,599.7275,1,5,2003,18,MF03-07,Miller Freeman,,Gadus chalcogrammus,,,296.25455,325.88001,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3536,60BON,4MF03 14 3 60BON 1,4MF03,3,1,BA4,139,QUEST,505,54.71167,-165.27049,GRID,Y,0,132,565.80853,BS,2003-05-19 4:48,Wire out estimated. Rough count Ak plaice. Flowmeter revs > AVG + 3 SD.,,14,5,2003,19,MF03-07,Miller Freeman,,Gadus chalcogrammus,,,56.55623,74.65423,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3537,60BON,4MF03 22 2 60BON 2,4MF03,2,2,AF7,59,GOOD,333,55.76383,-162.75867,GRID,NPQ,0,47,98.75964,BS,2003-05-19 21:14,jelly in 60 bon net 2.,,22,5,2003,19,MF03-07,Miller Freeman,,Gadus chalcogrammus,,,536.65647,252.22854,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
