OBJECTID,GEAR_NAME,HAUL_ID,CRUISE,NET,FOCI_GRID,LAT,LON,STATION_NAME,HAUL_NAME,GMT_DATE_TIME,BOTTOM_DEPTH,HAUL_PERFORMANCE,MESH,PURPOSE,PRIMARY_NET,MIN_GEAR_DEPTH,MAX_GEAR_DEPTH,VOLUME_FILTERED,GEOGRAPHIC_AREA,COMMENTS_HAUL,POLYGONAL_AREA,MONTH_,YEAR_,DAY_,SHIP_CRUISE_NAME,SHIP_NAME,COMMENTS_SAMPLES,species_name,COMMON_NAME_1,COMMENTS_SPECIMEN,LARVALCATCHPER1000M3,LARVALCATCHPER10M2,STAGE_NAME,SPECIES_NAME_1,SPECIES_CODE_ICHBASE,SPECIES_NAME_ICHBASE,COMMON_NAME_ICHBASE
3744,60BON,1EE10 16 1 60BON 1,1EE10,1,,60.49873,-167.9953,16,1,9/14/2010 20:38,30,GOOD,505,PLNKSURV,Y,0,17,30.51204,BS,A BASIS Project; Station ID 20105016. Volume filtered provided by collecting agency.,,9,2010,14,EE10-01,Epic Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
3745,60BON,DY14-06 152 1 60BON 1,DY14-06,1,BV40,56.5055,-170.4338,152,1,6/1/2014 18:48,113,GOOD,505,GRID,Y,0,103,197.12509,BS,,,6,2014,1,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
3746,60BON,6MF06 15 2 60BON 1,6MF06,1,K10,56.81384,-160.22067,15,2,9/13/2006 5:47,59,GOOD,505,GRID,Y,0,49,77.89003,BS,Removed 1 clear jellyfish from 60bon net 1; full of crab megalopae.,760.2308,9,2006,13,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3747,60BON,6MF97 2 2 60BON 1,6MF97,1,M6,53.445,-168.74767,2,2,5/4/1997 11:25,963,QUEST,333,PLNKSURV,Y,0,298,706.91705,BS,Wire angle at 57 deg. Flowmeter revs > AVG + 3 SD.,,5,1997,4,MF97-05,Miller Freeman,,Gadus chalcogrammus,,,2.82919,8.43098,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3748,60BON,6MF95 77 1 60BON 1,6MF95,1,,55.28967,-164.3277,77,1,4/23/1995 22:50,93,GOOD,333,GRID,Y,0,83,110.71839,BS,,764.4,4,1995,23,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,9.03192,7.4965,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3749,60BON,6MF95 84 1 60BON 3,6MF95,3,,55.98317,-162.9787,84,1,4/24/1995 11:57,85,GOOD,153,OTHER,NPQ,0,77,122.41971,BS,EXTRUSION experiment.  Nets 2 and 3 layered over one another on same frame. Net 2 was 333 on inside and Net 3 was 153 on outside. Flowmeter revs quest due possible effect on bow wake. Haul performance marked QUEST for zooplankton.,731.58,4,1995,24,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3750,60BON,6MF95 85 1 60BON 2,6MF95,2,,56.20233,-163.19321,85,1,4/24/1995 14:18,87,GOOD,333,OTHER,NPQ,0,77,108.50156,BS,EXTRUSION experiment.  Nets 2 and 3 layered over one another on same frame. Net 2 was 333 on inside and Net 3 was 153 on outside. Flowmeter revs quest due possible effect on bow wake. Haul performance marked QUEST for zooplankton.,730.89,4,1995,24,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,9.21646,7.09667,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3751,60BON,6MF95 86 1 60BON 1,6MF95,1,,56.08533,-163.58681,86,1,4/24/1995 16:01,90,QUEST,333,GRID,Y,0,82,132.73149,BS,Initial flowmeter reading not taken.,774.87,4,1995,24,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,7.53401,6.17789,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3752,60BON,1EE10 30 1 60BON 1,1EE10,1,,61.49962,-170.0032,30,1,9/18/2010 5:06,46,GOOD,505,PLNKSURV,Y,0,31,54.47885,BS,A BASIS Project; Station ID 20105030. Volume filtered provided by collecting agency.,,9,2010,18,EE10-01,Epic Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
3753,60BON,1EE10 6 1 60BON 1,1EE10,1,,59.49515,-169.9986,6,1,9/10/2010 15:54,60,GOOD,505,PLNKSURV,Y,0,51,61.90676,BS,A BASIS Project; Station ID 20105006. Volume filtered provided by collecting agency.,,9,2010,10,EE10-01,Epic Explorer,,Gadus chalcogrammus,,changed SPECIES_CODE_ICHBASE from 165 to 168 (6/6/2017),32.30665,16.47639,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3754,60BON,6MF95 74 1 60BON 3,6MF95,3,,55.073,-164.52451,74,1,4/23/1995 13:04,66,FAIL,150,OTHER,NPNQ,0,57,92.24533,BS,EXTRUSION,518.8,4,1995,23,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3755,60BON,6MF95 84 2 60BON 2,6MF95,2,,55.98317,-162.98,84,2,4/24/1995 12:28,85,GOOD,333,OTHER,NPQ,0,78,104.02579,BS,EXTRUSION,731.58,4,1995,24,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3756,60BON,3MF93 16 2 60BON 1,3MF93,1,,55.22833,-167.25501,16,2,4/17/1993 9:45,147,GOOD,333,GRID,Y,0,134,196.99986,BS,,753.24,4,1993,17,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3757,60BON,6MF06 23 2 60BON 1,6MF06,1,Q13,56.80383,-161.22217,23,2,9/13/2006 23:55,67,GOOD,505,GRID,Y,0,56,95.51491,BS,,763.1475,9,2006,13,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3758,60BON,6MF97 22 2 60BON 1,6MF97,1,,56.16767,-166.09833,22,2,5/6/1997 15:14,108,QUEST,333,PLNKSURV,Y,0,99,225.41016,BS,Wire angle at 59 deg.,,5,1997,6,MF97-05,Miller Freeman,,Gadus chalcogrammus,,,26.61814,26.35196,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3759,60BON,3MF93 36 1 60BON 1,3MF93,1,,54,-167.48669,36,1,4/19/1993 2:28,1630,GOOD,333,GRID,Y,0,400,488.73151,BS,,761.93,4,1993,19,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,108.444,433.776,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3760,60BON,3MF93 38 1 60BON 1,3MF93,1,,54.42,-167.92329,38,1,4/19/1993 7:32,1079,GOOD,333,GRID,Y,0,402,423.52942,BS,,784.74,4,1993,19,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,23.61111,94.91666,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3761,60BON,3MF93 44 1 60BON 1,3MF93,1,,54.52333,-168.52499,44,1,4/19/1993 19:32,1454,GOOD,333,GRID,Y,0,403,470.12463,BS,,782.5,4,1993,19,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,10.63548,42.86097,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3762,60BON,6MF06 86 2 60BON 1,6MF06,1,BJ1,54.12717,-166.21867,86,2,9/22/2006 18:13,89,GOOD,505,GRID,Y,0,81,120.57114,BS,,679.6346,9,2006,22,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3763,60BON,1DY12 30 1 60BON 1,1DY12,1,BV10,54.31617,-168.3378,30,1,5/1/2012 12:00,1500,GOOD,505,GRID,Y,0,300,496.1699,BS,,,5,2012,1,DY12-04,Oscar Dyson,,Gadus chalcogrammus,,,4.03088,12.09263,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3764,60BON,1DY12 37 1 60BON 1,1DY12,1,BS13,54.64433,-168.1658,37,1,5/2/2012 9:22,1745,GOOD,505,GRID,Y,0,300,580.2096,BS,Flowmeter revs > AVG + 2 SD.,,5,2012,2,DY12-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
3765,60BON,2DY12 102 1 60BON 1,2DY12,1,N7,56.47917,-160.4052,102,1,5/24/2012 2:17,37,GOOD,505,GRID,Y,0,27,56.034,BS,,,5,2012,24,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,232.002,62.64054,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3766,60BON,2DY12 181 1 60BON 1,2DY12,1,BJ55,58.0865,-170.0758,181,1,5/31/2012 11:03,73,GOOD,505,GRID,Y,0,63,135.6019,BS,,,5,2012,31,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,7.37453,4.64595,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3767,60BON,1DY12 46 1 60BON 1,1DY12,1,BM1,54.01033,-166.587,46,1,5/3/2012 21:10,124,GOOD,505,GRID,Y,0,114,252.7537,BS,Flowmeter revs on net 2 are very high.  Likely spun in wind between stations.,,5,2012,3,DY12-04,Oscar Dyson,,Gadus chalcogrammus,,,126.60547,144.33023,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3768,60BON,1DY12 57 2 60BON 1,1DY12,1,BD13,55.24967,-166.2638,57,2,5/5/2012 2:05,134,GOOD,505,GRID,Y,0,123,266.6629,BS,,,5,2012,5,DY12-04,Oscar Dyson,,Gadus chalcogrammus,,,1863.77633,2292.44488,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3769,60BON,1DY12 59 1 60BON 1,1DY12,1,BD19,55.68533,-166.6922,59,1,5/5/2012 6:46,133,GOOD,505,GRID,Y,0,123,230.6786,BS,,,5,2012,5,DY12-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
3770,60BON,3DY12 157 1 60BON 1,3DY12,1,,58.49833,-170.0017,157,1,9/20/2012 16:22,72,GOOD,505,GRID,Y,0,60,112.5829,BS,,,9,2012,20,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
3771,60BON,2DY12 187 1 60BON 1,2DY12,1,BP55,57.852,-170.8062,187,1,5/31/2012 19:52,84,GOOD,505,GRID,Y,0,75,199.9453,BS,,,5,2012,31,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,1595.43635,1196.57726,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3772,60BON,3DY12 140 2 60BON 1,3DY12,1,MS-W,59.901,-172.1725,140,2,9/19/2012 16:05,74,QUEST,505,PLNKSURV,Y,0,62,105.2918,BS,Net 1 60BON had small gelatinous mass.  Net 2 60BON had jelly (29cm diam).,,9,2012,19,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
3773,60BON,3DY12 150 2 60BON 1,3DY12,1,70M32,59.2455,-170.4133,150,2,9/20/2012 7:13,70,GOOD,505,PLNKSURV,Y,0,60,142.3085,BS,,,9,2012,20,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
3774,60BON,1GP99 32 2 60BON 1,1GP99,1,,56.44683,-160.18829,32,2,7/18/1999 15:12,26,GOOD,333,PLNKSURV,Y,0,15,31.8049,BS,Diatoms,,7,1999,18,GP99-2,Great Pacific,,Gadus chalcogrammus,,,0,0,Egg,,,,
3775,60BON,1SS02 23 1 60BON 2,1SS02,2,,57.7495,-162.9997,23,1,8/26/2002 23:43,33,GOOD,505,PLNKSURV,Y,0,33,68.10584,BS,A BASIS Project; Station ID 20021023. Volume filtered provided by collecting agency.,,8,2002,26,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
3776,60BON,1SS02 44 1 60BON 2,1SS02,2,,57.7505,-164.00079,44,1,8/31/2002 21:47,45,GOOD,505,PLNKSURV,Y,0,45,56.32705,BS,Volume filtered calculated by collecting agency.,,8,2002,31,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
3777,60BON,1SS02 55 1 60BON 1,1SS02,1,,58,-165.00079,55,1,9/3/2002 2:17,43,GOOD,335,PLNKSURV,NPQ,0,43,77.75822,BS,Volume filtered calculated by collecting agency.,,9,2002,3,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
3778,60BON,1SS02 59 1 60BON 1,1SS02,1,,57.001,-165.0032,59,1,9/4/2002 19:15,63,GOOD,335,PLNKSURV,NPQ,0,63,131.47282,BS,Volume filtered calculated by collecting agency.,,9,2002,4,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
3779,60BON,2DY12 192 1 60BON 1,2DY12,1,BV55,57.61133,-171.5355,192,1,6/1/2012 4:15,101,GOOD,505,GRID,Y,0,92,204.6791,BS,,,6,2012,1,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,24746.0537,22766.3694,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3780,60BON,DY14-06 158 1 60BON 1,DY14-06,1,BD40,57.2272,-168.2067,158,1,6/2/2014 4:19,76,GOOD,505,GRID,Y,0,66,149.56856,BS,,,6,2014,2,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,608.41664,401.55498,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3781,60BON,DY14-05 97 2 60BON 1,DY14-05,1,UBW4,54.6988,-166.245,97,2,5/16/2014,280,GOOD,505,PLNKSURV,Y,0,270,446.7528,BS,,,5,2014,16,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,11.19187,30.21805,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3782,60BON,7MF00 8 2 60BON 1,7MF00,1,,56.33317,-169.44566,8,2,6/29/2000 2:11,149,QUEST,333,OTHER,Y,0,36,125.74377,BS,above thermocline day. Flowmeter revs < AVG - 3 SD.,,6,2000,29,MF00-09,Miller Freeman,,Gadus chalcogrammus,,,7.95268,2.86296,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3783,60BON,7MF00 9 2 60BON 1,7MF00,1,,56.08733,-170.04634,9,2,7/2/2000 22:39,125,GOOD,333,OTHER,Y,0,51,250.66159,BS,above thermocline day.,,7,2000,2,MF00-09,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3784,60BON,1SS02 117 1 60BON 1,1SS02,1,,61.99417,-167.46629,117,1,9/24/2002 3:02,18,GOOD,335,PLNKSURV,NPQ,0,18,47.51764,BS,A BASIS Project; Station ID 20021117. Volume filtered provided by collecting agency.,,9,2002,24,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
3785,60BON,1SS02 76 1 60BON 2,1SS02,2,,57.7515,-167.0022,76,1,9/15/2002 15:28,66,GOOD,505,PLNKSURV,Y,0,56,135.72565,BS,A BASIS Project; Station ID 20021076. Volume filtered provided by collecting agency.,,9,2002,15,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
3786,60BON,1SS02 94 1 60BON 2,1SS02,2,,60,-169.99899,94,1,9/19/2002 20:33,48,GOOD,505,PLNKSURV,Y,0,48,129.19453,BS,Volume filtered calculated by collecting agency.,,9,2002,19,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
3787,60BON,1SS02 96 1 60BON 2,1SS02,2,,60.01333,-169.0175,96,1,9/20/2002 3:14,35,GOOD,505,PLNKSURV,Y,0,35,84.74499,BS,A BASIS Project; Station ID 20021096. Volume filtered provided by collecting agency.,,9,2002,20,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
3788,60BON,1SS03 109 1 60BON 1,1SS03,1,,58.03833,-169.4682,109,1,9/24/2003 21:44,66,GOOD,505,PLNKSURV,Y,0,50,84.29846,BS,A BASIS Project; Station ID 20031109. Volume filtered provided by collecting agency.,,9,2003,24,SS03-01,Sea Storm,,Gadus chalcogrammus,,,23.72523,11.86261,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3789,60BON,1SS03 120 1 60BON 1,1SS03,1,,59.007,-167.0753,120,1,9/27/2003 2:13,35,GOOD,505,PLNKSURV,Y,0,25,36.35067,BS,A BASIS Project; Station ID 20031120. Volume filtered provided by collecting agency.,,9,2003,27,SS03-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
3790,60BON,1DY12 15 2 60BON 1,1DY12,1,,54.82,-164.8908,15,2,4/29/2012 22:23,76,GOOD,505,PLNKSURV,Y,0,64,135.1136,BS,Unimak Box,,4,2012,29,DY12-04,Oscar Dyson,,Gadus chalcogrammus,,,880.74035,563.67383,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3791,60BON,DY14-06 13 1 60BON 1,DY14-06,1,BA19,55.8042,-166.3213,13,1,5/22/2014 1:55,127,GOOD,505,GRID,Y,0,116,208.45466,BS,,,5,2014,22,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,14.39162,16.69428,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3792,60BON,6MF06 67 3 60BON 1,6MF06,1,BA7,54.93117,-165.49699,67,3,9/20/2006 12:59,124,GOOD,505,GRID,Y,0,116,163.09534,BS,,780.5134,9,2006,20,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3793,60BON,6MF95 90 3 60BON 1,6MF95,1,,55.38467,-164.9102,90,3,4/26/1995 0:24,102,GOOD,333,OTHER,Y,0,102,148.84305,BS,NAPP,964.37,4,1995,26,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,6.71849,6.85286,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3794,60BON,DY14-06 137 1 60BON 1,DY14-06,1,BM34,56.4317,-168.899,137,1,5/30/2014 16:06,112,GOOD,505,GRID,Y,0,102,193.68434,BS,,,5,2014,30,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
3795,60BON,DY14-05 55 2 60BON 1,DY14-05,1,70M32,59.2485,-170.4183,55,2,5/11/2014 17:40,68,GOOD,505,PLNKSURV,Y,0,60,101.18475,BS,1 small jelly rinsed and removed from 60 Bongo Net 1. Performance Good,,5,2014,11,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,69.18039,41.50823,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3796,60BON,6MF96 210 2 60BON 1,6MF96,1,,54.46067,-165.01379,210,2,5/15/1996 1:26,56,QUEST,333,PLNKSURV,Y,0,44,106.73405,BS,Wire angle at 60 deg.,,5,1996,15,MF96-08,Miller Freeman,,Gadus chalcogrammus,,,18.73816,8.24479,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3797,60BON,9MF96 10 1 60BON 1,9MF96,1,,55.06983,-165.13001,10,1,7/26/1996 4:19,114,GOOD,505,PLNKSURV,Y,0,104,160.18994,BS,,,7,1996,26,MF96-12,Miller Freeman,,Gadus chalcogrammus,,,6.24259,6.49229,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3798,60BON,9MF96 6 1 60BON 1,9MF96,1,,56.34217,-162.791,6,1,7/23/1996 11:07,79,GOOD,505,PLNKSURV,Y,0,71,99.40995,BS,,,7,1996,23,MF96-12,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3799,60BON,7MF95 12 1 60BON 1,7MF95,1,,54.87233,-165.67,12,1,5/4/1995 23:15,135,GOOD,333,OTHER,Y,0,131,158.41254,BS,UNIMAK BOX,,5,1995,4,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,157.81579,206.73868,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3800,60BON,DY14-05 59 2 60BON 1,DY14-05,1,70M36,59.7188,-171.1468,59,2,5/11/2014 22:45,72,GOOD,505,PLNKSURV,Y,0,65,121.7987,BS,,,5,2014,11,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
3801,60BON,DY14-06 173 1 60BON 2,DY14-06,2,BM46,57.309,-169.763,173,1,6/3/2014 6:44,53,GOOD,505,GRID,Y,0,43,98.52949,BS,,,6,2014,3,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,8637.00807,3713.91347,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3802,60BON,DY14-05 64 2 60BON 1,DY14-05,1,70M38-M5N,60.071,-172.0002,64,2,5/12/2014 6:46,64,GOOD,505,PLNKSURV,Y,0,59,100.24889,BS,,,5,2014,12,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,19.95035,11.7707,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3803,60BON,DY14-05 7 2 60BON 1,DY14-05,1,UBS2,54.4242,-165.1518,7,2,5/7/2014 21:48,139,GOOD,505,PLNKSURV,Y,0,126,297.40342,BS,,,5,2014,7,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,10.08731,12.71001,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3804,60BON,6MF06 82 2 60BON 1,6MF06,1,BM10,54.66617,-167.21033,82,2,9/22/2006 8:27,453,GOOD,505,GRID,Y,0,301,441.79846,BS,,751.1134,9,2006,22,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3805,60BON,6MF06 5 2 60BON 1,6MF06,1,B13,57.389,-159.25,5,2,9/12/2006 8:22,48,GOOD,505,GRID,Y,0,39,73.53371,BS,,785.0261,9,2006,12,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3806,60BON,3MF93 112 1 60BON 1,3MF93,1,,54.30167,-166.33,112,1,4/29/1993 19:55,997,GOOD,333,PLNKSURV,Y,0,348,461.04578,BS,SMALL SCALE GRID,,4,1993,29,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,4.33796,15.09611,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3807,60BON,7MF95 13 2 60BON 1,7MF95,1,,54.81183,-165.85851,13,2,5/5/1995 1:35,158,GOOD,333,OTHER,Y,0,154,207.72446,BS,UNIMAK BOX,,5,1995,5,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,14.44221,22.241,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3808,60BON,7MF95 151 1 60BON 2,7MF95,2,,55.74383,-164.0448,151,1,5/17/1995 9:52,94,GOOD,333,OTHER,NPQ,0,90,118.17774,BS,EXTRUSION,,5,1995,17,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,11846.56264,10661.90638,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3809,60BON,7MF95 47 1 60BON 2,7MF95,2,,55.90817,-166.9083,47,1,5/8/1995 12:51,129,GOOD,333,GRID,NPQ,0,121,141.65749,BS,EXTRUSION,754.71,5,1995,8,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,7.05928,8.54173,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3810,60BON,7MF95 64 1 60BON 1,7MF95,1,,56.86167,-163.85001,64,1,5/10/1995 8:42,71,GOOD,333,GRID,Y,0,68,84.76278,BS,,743.36,5,1995,10,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,802.23891,545.52246,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3811,60BON,7MF95 76 1 60BON 1,7MF95,1,,55.3535,-166.8658,76,1,5/11/1995 8:50,138,GOOD,333,GRID,Y,0,132,187.50588,BS,,763.39,5,1995,11,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3812,60BON,7MF95 89 1 60BON 3,7MF95,3,,56.0845,-163.5853,89,1,5/12/1995 13:34,91,GOOD,153,GRID,NPQ,0,85,102.31708,BS,EXTRUSION Haul performance marked QUEST for zooplankton.,769.18,5,1995,12,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3813,60BON,3MF79 V005A 2 60BON 1,3MF79,1,,56.05,-166.5717,V005A,2,6/3/1979 3:55,124,GOOD,505,DIEL,Y,0,113,163.45744,BS,,,6,1979,3,,Miller Freeman,Sample_Type corrected from 4 to 4. (1/19/2015),Gadus chalcogrammus,,,12.2356,13.82623,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3814,60BON,1EE09 12 1 60BON 1,1EE09,1,,61.5014,-170.999,12,1,9/4/2009 2:37,47,GOOD,505,PLNKSURV,Y,0,32,42.51041,BS,A BASIS Project; Station ID 20095012. Volume filtered provided by collecting agency.,,9,2009,4,EE09-01,Epic Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
3815,60BON,1EE10 23 1 60BON 1,1EE10,1,,60.99478,-169.0027,23,1,9/16/2010 15:40,37,GOOD,505,PLNKSURV,Y,0,20,38.71791,BS,A BASIS Project; Station ID 20105023. Volume filtered provided by collecting agency.,,9,2010,16,EE10-01,Epic Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
3816,60BON,3MF93 28 1 60BON 1,3MF93,1,,55.32167,-167.84171,28,1,4/18/1993 9:43,216,GOOD,333,GRID,Y,0,207,243.08798,BS,,768.73,4,1993,18,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3817,60BON,3MF93 62 1 60BON 1,3MF93,1,,54.86,-168.355,62,1,4/21/1993 18:48,2175,GOOD,333,OTHER,Y,0,106,139.51251,BS,LOOKING FOR LARVAE,,4,1993,21,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,28.67126,30.39154,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3818,60BON,6MF97 30 2 60BON 1,6MF97,1,,56.944,-163.82033,30,2,5/7/1997 6:43,71,GOOD,333,PLNKSURV,Y,0,63,106.85975,BS,,,5,1997,7,MF97-05,Miller Freeman,,Gadus chalcogrammus,,,9.35806,5.89558,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3819,60BON,1EE10 32 1 60BON 1,1EE10,1,,62.00043,-171.0056,32,1,9/18/2010 20:32,50,GOOD,505,PLNKSURV,Y,0,42,47.04346,BS,A BASIS Project; Station ID 20105032. Volume filtered provided by collecting agency.,,9,2010,18,EE10-01,Epic Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
3820,60BON,3MF93 100 1 60BON 1,3MF93,1,,54.06833,-166.5867,100,1,4/28/1993 12:08,90,GOOD,333,PLNKSURV,Y,0,60,85.44218,BS,SMALL SCALE GRID,,4,1993,28,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3821,60BON,6MF06 62 2 60BON 1,6MF06,1,AU7,55.17583,-164.70567,62,2,9/17/2006 21:15,102,GOOD,505,GRID,Y,0,89,134.28473,BS,,751.9261,9,2006,17,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
3822,60BON,5MF97 55 2 60BON 1,5MF97,1,,56.26133,-169.6962,55,2,4/23/1997 21:00,233,GOOD,333,PLNKSURV,Y,0,224,352.32349,BS,,,4,1997,23,MF97-05,Miller Freeman,,Gadus chalcogrammus,,,1163.70328,2606.69534,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3823,60BON,6MF95 7 1 60BON 1,6MF95,1,,55.30967,-168.78529,7,1,4/17/1995 21:41,2052,GOOD,333,GRID,Y,0,203,296.94995,BS,,748.28,4,1995,17,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
